,State,Year,Quarter,Payments,Transaction_type,Transaction_count,Transaction_amount
2938,Sikkim,2020,1,Others,TOTAL,1893,1745150.991195219
2939,Sikkim,2020,2,Recharge & bill payments,TOTAL,297620,78397187.10935993
2940,Sikkim,2020,2,Peer-to-peer payments,TOTAL,186495,939900165.9422412
2941,Sikkim,2020,2,Merchant payments,TOTAL,31442,34385184.65717751
2942,Sikkim,2020,2,Financial Services,TOTAL,883,999656.0722047673
2943,Sikkim,2020,2,Others,TOTAL,1291,936594.480283038
2944,Sikkim,2020,3,Recharge & bill payments,TOTAL,298885,83894642.6709112
2945,Sikkim,2020,3,Peer-to-peer payments,TOTAL,245087,1255521152.966514
2946,Sikkim,2020,3,Merchant payments,TOTAL,49299,58337178.67223759
2947,Sikkim,2020,3,Financial Services,TOTAL,1252,1795366.733436462
2948,Sikkim,2020,3,Others,TOTAL,1912,1378387.6172995246
2949,Sikkim,2020,4,Peer-to-peer payments,TOTAL,334069,1711730126.584541
2950,Sikkim,2020,4,Recharge & bill payments,TOTAL,301382,90168624.05415541
2951,Sikkim,2020,4,Merchant payments,TOTAL,95503,112478003.86391157
2952,Sikkim,2020,4,Financial Services,TOTAL,1427,2361187.592392395
2953,Sikkim,2020,4,Others,TOTAL,2654,2537863.027923054
2954,Sikkim,2021,1,Peer-to-peer payments,TOTAL,403703,1965492629.578867
2955,Sikkim,2021,1,Recharge & bill payments,TOTAL,279679,93174110.112334
2956,Sikkim,2021,1,Merchant payments,TOTAL,112925,154183320.1372872
2957,Sikkim,2021,1,Financial Services,TOTAL,1844,3027799.2784099854
2958,Sikkim,2021,1,Others,TOTAL,2038,1789867.7338266163
2959,Sikkim,2021,2,Peer-to-peer payments,TOTAL,473141,2125758496.616091
2960,Sikkim,2021,2,Recharge & bill payments,TOTAL,345495,103846501.52404109
2961,Sikkim,2021,2,Merchant payments,TOTAL,153671,190473176.21848944
2962,Sikkim,2021,2,Financial Services,TOTAL,1865,2851874.287465013
2963,Sikkim,2021,2,Others,TOTAL,2542,1969531.0292125773
2964,Sikkim,2021,3,Peer-to-peer payments,TOTAL,595826,2582075089.383399
2965,Sikkim,2021,3,Recharge & bill payments,TOTAL,346173,111613776.75942023
2966,Sikkim,2021,3,Merchant payments,TOTAL,213808,290732930.46291006
2967,Sikkim,2021,3,Financial Services,TOTAL,1689,2624558.3857180667
2968,Sikkim,2021,3,Others,TOTAL,3098,2290508.8169457563
2969,Sikkim,2021,4,Peer-to-peer payments,TOTAL,831597,3548508409.656125
2970,Sikkim,2021,4,Recharge & bill payments,TOTAL,376078,136473754.40071422
2971,Sikkim,2021,4,Merchant payments,TOTAL,369343,504586163.5569785
2972,Sikkim,2021,4,Financial Services,TOTAL,2269,3162023.7210206646
2973,Sikkim,2021,4,Others,TOTAL,5058,4052910.300969372
2974,Sikkim,2022,1,Peer-to-peer payments,TOTAL,916940,3650961081.00263
2975,Sikkim,2022,1,Merchant payments,TOTAL,449273,570784579.6670712
2976,Sikkim,2022,1,Recharge & bill payments,TOTAL,371579,139135962.10369253
2977,Sikkim,2022,1,Financial Services,TOTAL,2124,3062332.163804472
2978,Sikkim,2022,1,Others,TOTAL,4386,3487320.9262269526
2979,Sikkim,2022,2,Peer-to-peer payments,TOTAL,1198014,4596501308.195931
2980,Sikkim,2022,2,Merchant payments,TOTAL,706658,847497607.0893551
2981,Sikkim,2022,2,Recharge & bill payments,TOTAL,411189,162174479.6973383
2982,Sikkim,2022,2,Financial Services,TOTAL,1758,1861284.7969863976
2983,Sikkim,2022,2,Others,TOTAL,4462,3070990.527526753
2984,Sikkim,2022,3,Peer-to-peer payments,TOTAL,1222037,4173703593.656705
2985,Sikkim,2022,3,Merchant payments,TOTAL,772650,830361400.9603965
2986,Sikkim,2022,3,Recharge & bill payments,TOTAL,397207,153567926.32171312
2987,Sikkim,2022,3,Financial Services,TOTAL,1538,2851319.5479129553
2988,Sikkim,2022,3,Others,TOTAL,3326,2396303.4047308513
2989,Sikkim,2022,4,Peer-to-peer payments,TOTAL,1548662,5175155338.821596
2990,Sikkim,2022,4,Merchant payments,TOTAL,1033541,1096220774.255463
2991,Sikkim,2022,4,Recharge & bill payments,TOTAL,470639,181281682.32208142
2992,Sikkim,2022,4,Financial Services,TOTAL,2049,2701971.788609252
2993,Sikkim,2022,4,Others,TOTAL,3448,3025622.2320622765
2994,Tamil Nadu,2018,1,Recharge & bill payments,TOTAL,3308548,646028338.3951533
2995,Tamil Nadu,2018,1,Peer-to-peer payments,TOTAL,2670613,10031518934.085688
2996,Tamil Nadu,2018,1,Merchant payments,TOTAL,326510,272002057.1736871
2997,Tamil Nadu,2018,1,Financial Services,TOTAL,115363,31876073.74792233
2998,Tamil Nadu,2018,1,Others,TOTAL,305588,280132294.11422664
2999,Tamil Nadu,2018,2,Recharge & bill payments,TOTAL,4464677,1189892955.8051775
3000,Tamil Nadu,2018,2,Peer-to-peer payments,TOTAL,4433762,18067624388.09562
3001,Tamil Nadu,2018,2,Merchant payments,TOTAL,627918,517130320.4660308
3002,Tamil Nadu,2018,2,Financial Services,TOTAL,167035,65402385.25640666
3003,Tamil Nadu,2018,2,Others,TOTAL,298736,285794226.64323723
3004,Tamil Nadu,2018,3,Peer-to-peer payments,TOTAL,8810836,26792462660.044968
3005,Tamil Nadu,2018,3,Recharge & bill payments,TOTAL,5148411,1521551955.205038
3006,Tamil Nadu,2018,3,Merchant payments,TOTAL,1290978,733189649.5729834
3007,Tamil Nadu,2018,3,Financial Services,TOTAL,191732,37049222.36590697
3008,Tamil Nadu,2018,3,Others,TOTAL,332121,245838753.995272
3009,Tamil Nadu,2018,4,Peer-to-peer payments,TOTAL,11538547,39180083690.57276
3010,Tamil Nadu,2018,4,Recharge & bill payments,TOTAL,7093764,2020329567.8245385
3011,Tamil Nadu,2018,4,Merchant payments,TOTAL,3145621,1742903221.432857
3012,Tamil Nadu,2018,4,Financial Services,TOTAL,228398,46571758.68242933
3013,Tamil Nadu,2018,4,Others,TOTAL,451114,312185737.38152075
3014,Tamil Nadu,2019,1,Peer-to-peer payments,TOTAL,18645926,51296299081.44436
3015,Tamil Nadu,2019,1,Recharge & bill payments,TOTAL,8863289,2695317014.8660007
3016,Tamil Nadu,2019,1,Merchant payments,TOTAL,4195222,1924461188.9900146
3017,Tamil Nadu,2019,1,Financial Services,TOTAL,193261,31217137.545322973
3018,Tamil Nadu,2019,1,Others,TOTAL,377347,256742393.28426796
3019,Tamil Nadu,2019,2,Peer-to-peer payments,TOTAL,16952961,57924128549.06981
3020,Tamil Nadu,2019,2,Recharge & bill payments,TOTAL,8414514,3280033639.8500404
3021,Tamil Nadu,2019,2,Merchant payments,TOTAL,6296995,2690331792.5060787
3022,Tamil Nadu,2019,2,Financial Services,TOTAL,70142,18334602.389631532
3023,Tamil Nadu,2019,2,Others,TOTAL,437125,294847441.9421142
3024,Tamil Nadu,2019,3,Peer-to-peer payments,TOTAL,21277636,70615331408.53966
3025,Tamil Nadu,2019,3,Merchant payments,TOTAL,10344027,4079315732.661683
3026,Tamil Nadu,2019,3,Recharge & bill payments,TOTAL,9246678,3964144354.4161515
3027,Tamil Nadu,2019,3,Financial Services,TOTAL,88261,27213741.831077334
3028,Tamil Nadu,2019,3,Others,TOTAL,453581,273599406.1898495
3029,Tamil Nadu,2019,4,Peer-to-peer payments,TOTAL,28814008,91858026341.27563
3030,Tamil Nadu,2019,4,Merchant payments,TOTAL,16153034,6420193204.780616
3031,Tamil Nadu,2019,4,Recharge & bill payments,TOTAL,11157765,4681454397.562926
3032,Tamil Nadu,2019,4,Financial Services,TOTAL,60624,24332240.65556671
3033,Tamil Nadu,2019,4,Others,TOTAL,410980,206859328.2685905
3034,Tamil Nadu,2020,1,Peer-to-peer payments,TOTAL,30880360,101907683045.28436
3035,Tamil Nadu,2020,1,Merchant payments,TOTAL,21541556,8950736938.223478
3036,Tamil Nadu,2020,1,Recharge & bill payments,TOTAL,14134259,5493239429.7322235
3037,Tamil Nadu,2020,1,Financial Services,TOTAL,61427,41422107.813630365
3038,Tamil Nadu,2020,1,Others,TOTAL,335871,176604658.386683
3039,Tamil Nadu,2020,2,Peer-to-peer payments,TOTAL,21700844,82347647064.12332
3040,Tamil Nadu,2020,2,Recharge & bill payments,TOTAL,18474731,6414781159.484189
3041,Tamil Nadu,2020,2,Merchant payments,TOTAL,11477546,6909361871.628206
3042,Tamil Nadu,2020,2,Financial Services,TOTAL,78584,89189349.84916353
3043,Tamil Nadu,2020,2,Others,TOTAL,138405,65529451.74366937
3044,Tamil Nadu,2020,3,Peer-to-peer payments,TOTAL,31754077,123561080533.04672
3045,Tamil Nadu,2020,3,Merchant payments,TOTAL,20664887,12554589575.504852
3046,Tamil Nadu,2020,3,Recharge & bill payments,TOTAL,17521756,7476952307.406668
3047,Tamil Nadu,2020,3,Financial Services,TOTAL,129671,158512062.54590106
3048,Tamil Nadu,2020,3,Others,TOTAL,207434,90281020.15995154
3049,Tamil Nadu,2020,4,Peer-to-peer payments,TOTAL,47800741,172196381789.491
3050,Tamil Nadu,2020,4,Merchant payments,TOTAL,41297305,24417758781.65223
3051,Tamil Nadu,2020,4,Recharge & bill payments,TOTAL,21563946,9462546013.163391
3052,Tamil Nadu,2020,4,Financial Services,TOTAL,153044,186775413.14290395
3053,Tamil Nadu,2020,4,Others,TOTAL,364665,209735503.54521424
3054,Tamil Nadu,2021,1,Peer-to-peer payments,TOTAL,57446279,206405230307.9611
3055,Tamil Nadu,2021,1,Merchant payments,TOTAL,53811885,30722779534.582508
3056,Tamil Nadu,2021,1,Recharge & bill payments,TOTAL,24826273,11115915388.739548
3057,Tamil Nadu,2021,1,Financial Services,TOTAL,170620,215319360.4840321
3058,Tamil Nadu,2021,1,Others,TOTAL,301617,208899281.88347316
3059,Tamil Nadu,2021,2,Peer-to-peer payments,TOTAL,60812902,216379027686.30246
3060,Tamil Nadu,2021,2,Merchant payments,TOTAL,52048347,33504798112.88382
3061,Tamil Nadu,2021,2,Recharge & bill payments,TOTAL,32753032,13155346942.255478
3062,Tamil Nadu,2021,2,Financial Services,TOTAL,192614,225113402.6634022
3063,Tamil Nadu,2021,2,Others,TOTAL,351547,223054882.44675264
3064,Tamil Nadu,2021,3,Merchant payments,TOTAL,85074941,52932187058.575195
3065,Tamil Nadu,2021,3,Peer-to-peer payments,TOTAL,83833356,296121079294.8346
3066,Tamil Nadu,2021,3,Recharge & bill payments,TOTAL,34751691,15613287081.611631
3067,Tamil Nadu,2021,3,Financial Services,TOTAL,182097,246146707.2790811
3068,Tamil Nadu,2021,3,Others,TOTAL,515319,294622911.6328684
3069,Tamil Nadu,2021,4,Merchant payments,TOTAL,117578360,70539086832.13815
3070,Tamil Nadu,2021,4,Peer-to-peer payments,TOTAL,104493071,353529424598.23047
3071,Tamil Nadu,2021,4,Recharge & bill payments,TOTAL,36163870,18979178477.53405
3072,Tamil Nadu,2021,4,Financial Services,TOTAL,228761,275850497.094934
3073,Tamil Nadu,2021,4,Others,TOTAL,691914,400412189.80491126
3074,Tamil Nadu,2022,1,Merchant payments,TOTAL,139788772,81798208975.87326
3075,Tamil Nadu,2022,1,Peer-to-peer payments,TOTAL,119383791,409631710258.4541
3076,Tamil Nadu,2022,1,Recharge & bill payments,TOTAL,34579431,20705079141.096962
3077,Tamil Nadu,2022,1,Financial Services,TOTAL,241201,298216135.377552
3078,Tamil Nadu,2022,1,Others,TOTAL,579955,355987089.8306444
3079,Tamil Nadu,2022,2,Merchant payments,TOTAL,179245529,100813133534.0309
3080,Tamil Nadu,2022,2,Peer-to-peer payments,TOTAL,136341691,464333108374.5711
3081,Tamil Nadu,2022,2,Recharge & bill payments,TOTAL,38257271,24477663683.793488
3082,Tamil Nadu,2022,2,Financial Services,TOTAL,202498,233054908.96978933
3083,Tamil Nadu,2022,2,Others,TOTAL,459948,277767177.03123105
3084,Tamil Nadu,2022,3,Merchant payments,TOTAL,202149276,109801011246.16069
3085,Tamil Nadu,2022,3,Peer-to-peer payments,TOTAL,148805657,493880482824.984
3086,Tamil Nadu,2022,3,Recharge & bill payments,TOTAL,41919063,27694221703.16715
3087,Tamil Nadu,2022,3,Financial Services,TOTAL,217741,238069828.1652185
3088,Tamil Nadu,2022,3,Others,TOTAL,404438,265434770.79138052
3089,Tamil Nadu,2022,4,Merchant payments,TOTAL,229308285,118847998736.56468
3090,Tamil Nadu,2022,4,Peer-to-peer payments,TOTAL,162920305,526511418812.7734
3091,Tamil Nadu,2022,4,Recharge & bill payments,TOTAL,43391904,29719449171.386997
3092,Tamil Nadu,2022,4,Financial Services,TOTAL,295740,334812023.56560165
3093,Tamil Nadu,2022,4,Others,TOTAL,400402,275988847.1474179
3094,Telangana,2018,1,Recharge & bill payments,TOTAL,4209319,831912767.5937189
3095,Telangana,2018,1,Peer-to-peer payments,TOTAL,3307245,11748268950.760422
3096,Telangana,2018,1,Merchant payments,TOTAL,351474,282899066.6137372
3097,Telangana,2018,1,Financial Services,TOTAL,262876,57011875.36233704
3098,Telangana,2018,1,Others,TOTAL,391852,388111458.2121352
3099,Telangana,2018,2,Peer-to-peer payments,TOTAL,4784079,20748520742.57553
3100,Telangana,2018,2,Recharge & bill payments,TOTAL,4686542,1274130053.834579
3101,Telangana,2018,2,Merchant payments,TOTAL,701082,551696487.3185428
3102,Telangana,2018,2,Financial Services,TOTAL,277805,85498213.25384143
3103,Telangana,2018,2,Others,TOTAL,315162,357356020.669816
3104,Telangana,2018,3,Peer-to-peer payments,TOTAL,11560952,29253505738.828743
3105,Telangana,2018,3,Recharge & bill payments,TOTAL,5328881,1568136060.627837
3106,Telangana,2018,3,Merchant payments,TOTAL,1770075,855534175.4794186
3107,Telangana,2018,3,Financial Services,TOTAL,307312,52554123.97376218
3108,Telangana,2018,3,Others,TOTAL,365483,300363110.81379545
3109,Telangana,2018,4,Peer-to-peer payments,TOTAL,15571288,44541667501.74112
3110,Telangana,2018,4,Recharge & bill payments,TOTAL,7121135,2165870863.16865
3111,Telangana,2018,4,Merchant payments,TOTAL,5315161,2356841304.9649296
3112,Telangana,2018,4,Financial Services,TOTAL,392423,64569231.23559249
3113,Telangana,2018,4,Others,TOTAL,521147,380139546.93821603
3114,Telangana,2019,1,Peer-to-peer payments,TOTAL,40488967,87361237975.49301
3115,Telangana,2019,1,Merchant payments,TOTAL,12341901,4144368545.535969
3116,Telangana,2019,1,Recharge & bill payments,TOTAL,11525394,3619117615.485172
3117,Telangana,2019,1,Financial Services,TOTAL,463688,54547989.275453925
3118,Telangana,2019,1,Others,TOTAL,470752,343989909.8750894
3119,Telangana,2019,2,Peer-to-peer payments,TOTAL,46741594,141095702899.16147
3120,Telangana,2019,2,Merchant payments,TOTAL,25682382,8442740781.469844
3121,Telangana,2019,2,Recharge & bill payments,TOTAL,16225017,5603477828.5489645
3122,Telangana,2019,2,Financial Services,TOTAL,252173,43627344.86329399
3123,Telangana,2019,2,Others,TOTAL,709213,490894328.3915366
3124,Telangana,2019,3,Peer-to-peer payments,TOTAL,59981113,180342868388.36203
3125,Telangana,2019,3,Merchant payments,TOTAL,44035953,14308557740.55424
3126,Telangana,2019,3,Recharge & bill payments,TOTAL,16437222,6793699069.387364
3127,Telangana,2019,3,Financial Services,TOTAL,183163,39617186.74048498
3128,Telangana,2019,3,Others,TOTAL,857925,445278745.3818412
3129,Telangana,2019,4,Peer-to-peer payments,TOTAL,82587060,249346680995.99316
3130,Telangana,2019,4,Merchant payments,TOTAL,59347809,21510626607.08445
3131,Telangana,2019,4,Recharge & bill payments,TOTAL,20797056,9561315124.602655
3132,Telangana,2019,4,Financial Services,TOTAL,137291,33453857.404595934
3133,Telangana,2019,4,Others,TOTAL,703042,294688962.659046
3134,Telangana,2020,1,Peer-to-peer payments,TOTAL,95668911,327641798044.80554
3135,Telangana,2020,1,Merchant payments,TOTAL,76818285,31076431477.91269
3136,Telangana,2020,1,Recharge & bill payments,TOTAL,26324268,12324266104.564993
3137,Telangana,2020,1,Financial Services,TOTAL,88184,59500639.38684589
3138,Telangana,2020,1,Others,TOTAL,509877,241784101.54604858
3139,Telangana,2020,2,Peer-to-peer payments,TOTAL,76683293,279478553909.7438
3140,Telangana,2020,2,Merchant payments,TOTAL,44181999,26712043204.891262
3141,Telangana,2020,2,Recharge & bill payments,TOTAL,30885875,15106945863.857046
3142,Telangana,2020,2,Financial Services,TOTAL,116776,134169906.74750492
3143,Telangana,2020,2,Others,TOTAL,187200,100126467.191328
3144,Telangana,2020,3,Peer-to-peer payments,TOTAL,116668399,437459188905.0534
3145,Telangana,2020,3,Merchant payments,TOTAL,86836471,49743225885.179474
3146,Telangana,2020,3,Recharge & bill payments,TOTAL,32352860,18378477087.576897
3147,Telangana,2020,3,Financial Services,TOTAL,195857,223377023.50525153
3148,Telangana,2020,3,Others,TOTAL,318539,156875854.55487928
3149,Telangana,2020,4,Peer-to-peer payments,TOTAL,160607487,591976601278.5154
3150,Telangana,2020,4,Merchant payments,TOTAL,143897953,81725950703.21272
3151,Telangana,2020,4,Recharge & bill payments,TOTAL,38174710,22006183348.80398
3152,Telangana,2020,4,Financial Services,TOTAL,230134,275357720.01805824
3153,Telangana,2020,4,Others,TOTAL,733503,366346176.40682477
3154,Telangana,2021,1,Merchant payments,TOTAL,185230619,95927278280.53006
3155,Telangana,2021,1,Peer-to-peer payments,TOTAL,179738195,676276353116.8419
3156,Telangana,2021,1,Recharge & bill payments,TOTAL,46371555,26447601338.53346
3157,Telangana,2021,1,Financial Services,TOTAL,262473,320153410.17969453
3158,Telangana,2021,1,Others,TOTAL,969268,387877900.5044867
3159,Telangana,2021,2,Peer-to-peer payments,TOTAL,230861833,872151973637.885
3160,Telangana,2021,2,Merchant payments,TOTAL,205232899,123207789311.2962
3161,Telangana,2021,2,Recharge & bill payments,TOTAL,58637866,31877277168.343227
3162,Telangana,2021,2,Financial Services,TOTAL,278546,300569264.1443888
3163,Telangana,2021,2,Others,TOTAL,856400,420723415.91505665
3164,Telangana,2021,3,Merchant payments,TOTAL,286735350,159227310549.39368
3165,Telangana,2021,3,Peer-to-peer payments,TOTAL,271436926,981754679241.0405
3166,Telangana,2021,3,Recharge & bill payments,TOTAL,62744121,36434881136.01624
3167,Telangana,2021,3,Financial Services,TOTAL,235519,329138539.4612142
3168,Telangana,2021,3,Others,TOTAL,1734852,543116826.3422191
3169,Telangana,2021,4,Merchant payments,TOTAL,376584215,212974766412.01556
3170,Telangana,2021,4,Peer-to-peer payments,TOTAL,331774591,1204991223519.016
3171,Telangana,2021,4,Recharge & bill payments,TOTAL,66477036,44760398983.30789
3172,Telangana,2021,4,Financial Services,TOTAL,298871,392141743.6705663
3173,Telangana,2021,4,Others,TOTAL,855060,639658842.8998816
3174,Telangana,2022,1,Merchant payments,TOTAL,449186799,243841863780.6793
3175,Telangana,2022,1,Peer-to-peer payments,TOTAL,368048408,1375289566667.7056
3176,Telangana,2022,1,Recharge & bill payments,TOTAL,66352138,50470450179.88254
3177,Telangana,2022,1,Financial Services,TOTAL,284035,394283511.9410973
3178,Telangana,2022,1,Others,TOTAL,2582005,642005688.7661512
3179,Telangana,2022,2,Merchant payments,TOTAL,565370506,307468406704.909
3180,Telangana,2022,2,Peer-to-peer payments,TOTAL,422056582,1580014085694.835
3181,Telangana,2022,2,Recharge & bill payments,TOTAL,75099130,63136761649.3931
3182,Telangana,2022,2,Financial Services,TOTAL,245023,324857780.5553103
3183,Telangana,2022,2,Others,TOTAL,611316,470432687.3850265
3184,Telangana,2022,3,Merchant payments,TOTAL,880414292,447150646953.73706
3185,Telangana,2022,3,Peer-to-peer payments,TOTAL,626830752,2170173323588.53
3186,Telangana,2022,3,Recharge & bill payments,TOTAL,119779835,87937210666.27194
3187,Telangana,2022,3,Financial Services,TOTAL,340458,442783619.09123904
3188,Telangana,2022,3,Others,TOTAL,800064,621900924.4423015
3189,Telangana,2022,4,Merchant payments,TOTAL,1002521735,491556008133.53546
3190,Telangana,2022,4,Peer-to-peer payments,TOTAL,694612831,2393380395296.8516
3191,Telangana,2022,4,Recharge & bill payments,TOTAL,121188131,92136759501.42021
3192,Telangana,2022,4,Financial Services,TOTAL,401838,498719426.0054372
3193,Telangana,2022,4,Others,TOTAL,782297,680680558.3343163
3194,Tripura,2018,1,Recharge & bill payments,TOTAL,86819,14079439.569905948
3195,Tripura,2018,1,Peer-to-peer payments,TOTAL,44844,112229994.97675678
3196,Tripura,2018,1,Financial Services,TOTAL,4842,672247.5881710155
3197,Tripura,2018,1,Merchant payments,TOTAL,4833,6080959.882836086
3198,Tripura,2018,1,Others,TOTAL,6819,4916272.512952799
3199,Tripura,2018,2,Recharge & bill payments,TOTAL,118171,22554398.15273035
3200,Tripura,2018,2,Peer-to-peer payments,TOTAL,73821,197666881.8729688
3201,Tripura,2018,2,Merchant payments,TOTAL,9621,10570951.151568789
3202,Tripura,2018,2,Financial Services,TOTAL,6925,1264101.904810368
3203,Tripura,2018,2,Others,TOTAL,6021,4835385.634057636
3204,Tripura,2018,3,Peer-to-peer payments,TOTAL,186065,398867427.32463384
3205,Tripura,2018,3,Recharge & bill payments,TOTAL,156308,33484811.21282282
3206,Tripura,2018,3,Merchant payments,TOTAL,21476,16092396.41113394
3207,Tripura,2018,3,Financial Services,TOTAL,8106,1080000.0112896338
3208,Tripura,2018,3,Others,TOTAL,5748,4338753.080712541
3209,Tripura,2018,4,Recharge & bill payments,TOTAL,204720,38334816.66379926
3210,Tripura,2018,4,Peer-to-peer payments,TOTAL,179739,549068822.3729683
3211,Tripura,2018,4,Merchant payments,TOTAL,50888,31066467.633390322
3212,Tripura,2018,4,Financial Services,TOTAL,6441,1023126.8205747404
3213,Tripura,2018,4,Others,TOTAL,6271,5392365.973713988
3214,Tripura,2019,1,Peer-to-peer payments,TOTAL,296993,679165332.8123899
3215,Tripura,2019,1,Recharge & bill payments,TOTAL,227997,44429378.42277926
3216,Tripura,2019,1,Merchant payments,TOTAL,46642,28109966.31994779
3217,Tripura,2019,1,Financial Services,TOTAL,4189,461473.58856435167
3218,Tripura,2019,1,Others,TOTAL,5105,4728790.472138839
3219,Tripura,2019,2,Peer-to-peer payments,TOTAL,240776,751113516.2256755
3220,Tripura,2019,2,Recharge & bill payments,TOTAL,218649,48989430.60730426
3221,Tripura,2019,2,Merchant payments,TOTAL,64829,35275706.82877502
3222,Tripura,2019,2,Financial Services,TOTAL,1899,339184.3344705297
3223,Tripura,2019,2,Others,TOTAL,6405,6103644.851151889
3224,Tripura,2019,3,Recharge & bill payments,TOTAL,339539,81845425.35425141
3225,Tripura,2019,3,Peer-to-peer payments,TOTAL,270163,884623553.9011384
3226,Tripura,2019,3,Merchant payments,TOTAL,68399,44802063.64430427
3227,Tripura,2019,3,Financial Services,TOTAL,27970,582020.9903208594
3228,Tripura,2019,3,Others,TOTAL,5646,5524358.927209696
3229,Tripura,2019,4,Recharge & bill payments,TOTAL,373779,88001651.28693296
3230,Tripura,2019,4,Peer-to-peer payments,TOTAL,359076,1071507585.9983547
3231,Tripura,2019,4,Merchant payments,TOTAL,62458,51274033.720727704
3232,Tripura,2019,4,Financial Services,TOTAL,2239,377097.66713108413
3233,Tripura,2019,4,Others,TOTAL,4272,4239791.585043055
3234,Tripura,2020,1,Recharge & bill payments,TOTAL,449584,114355218.03514045
3235,Tripura,2020,1,Peer-to-peer payments,TOTAL,366218,1400694933.570157
3236,Tripura,2020,1,Merchant payments,TOTAL,102861,68590603.6377098
3237,Tripura,2020,1,Financial Services,TOTAL,1722,1066651.521721911
3238,Tripura,2020,1,Others,TOTAL,4117,4071399.6237732675
3239,Tripura,2020,2,Recharge & bill payments,TOTAL,600206,163220166.76643574
3240,Tripura,2020,2,Peer-to-peer payments,TOTAL,346863,1501452755.6890237
3241,Tripura,2020,2,Merchant payments,TOTAL,97816,99795973.60794038
3242,Tripura,2020,2,Financial Services,TOTAL,2904,2247782.5219734698
3243,Tripura,2020,2,Others,TOTAL,4731,2459205.000588993
3244,Tripura,2020,3,Recharge & bill payments,TOTAL,627363,185201997.2796099
3245,Tripura,2020,3,Peer-to-peer payments,TOTAL,477769,1959371082.9173033
3246,Tripura,2020,3,Merchant payments,TOTAL,202106,190218136.2808841
3247,Tripura,2020,3,Financial Services,TOTAL,3828,3141391.5755430083
3248,Tripura,2020,3,Others,TOTAL,6819,3886908.1625436572
3249,Tripura,2020,4,Peer-to-peer payments,TOTAL,650386,2683789889.83192
3250,Tripura,2020,4,Recharge & bill payments,TOTAL,631611,192385823.43220186
3251,Tripura,2020,4,Merchant payments,TOTAL,357567,296872485.4156503
3252,Tripura,2020,4,Financial Services,TOTAL,4084,3666639.308697606
3253,Tripura,2020,4,Others,TOTAL,8242,5416158.232838955
3254,Tripura,2021,1,Peer-to-peer payments,TOTAL,643366,2821226150.5919185
3255,Tripura,2021,1,Recharge & bill payments,TOTAL,508718,173211140.89346513
3256,Tripura,2021,1,Merchant payments,TOTAL,350366,333743281.32103896
3257,Tripura,2021,1,Financial Services,TOTAL,3146,2879929.222833151
3258,Tripura,2021,1,Others,TOTAL,5827,4281067.764165951
3259,Tripura,2021,2,Peer-to-peer payments,TOTAL,703728,2865655130.4313264
3260,Tripura,2021,2,Recharge & bill payments,TOTAL,589839,189808502.9050523
3261,Tripura,2021,2,Merchant payments,TOTAL,440060,404915546.5177107
3262,Tripura,2021,2,Financial Services,TOTAL,3656,3503925.3381061675
3263,Tripura,2021,2,Others,TOTAL,7146,4271255.844077852
3264,Tripura,2021,3,Peer-to-peer payments,TOTAL,864329,3491901741.1594186
3265,Tripura,2021,3,Recharge & bill payments,TOTAL,620991,215226019.57596284
3266,Tripura,2021,3,Merchant payments,TOTAL,584079,648504775.623629
3267,Tripura,2021,3,Financial Services,TOTAL,2886,3473153.087671739
3268,Tripura,2021,3,Others,TOTAL,8915,5028078.734792852
3269,Tripura,2021,4,Peer-to-peer payments,TOTAL,1060915,4368786747.103016
3270,Tripura,2021,4,Merchant payments,TOTAL,793636,874005407.7140213
3271,Tripura,2021,4,Recharge & bill payments,TOTAL,650251,241225282.07451886
3272,Tripura,2021,4,Financial Services,TOTAL,3635,5073898.6076811645
3273,Tripura,2021,4,Others,TOTAL,12256,7838128.800210228
3274,Tripura,2022,1,Peer-to-peer payments,TOTAL,1221863,4934712034.365204
3275,Tripura,2022,1,Merchant payments,TOTAL,992891,1037265262.6570499
3276,Tripura,2022,1,Recharge & bill payments,TOTAL,641170,262348230.9954375
3277,Tripura,2022,1,Financial Services,TOTAL,4351,5782533.2422681665
3278,Tripura,2022,1,Others,TOTAL,10915,7221703.089884497
3279,Tripura,2022,2,Peer-to-peer payments,TOTAL,1443647,5354182193.788111
3280,Tripura,2022,2,Merchant payments,TOTAL,1322009,1235804019.563663
3281,Tripura,2022,2,Recharge & bill payments,TOTAL,638643,278018856.17835283
3282,Tripura,2022,2,Financial Services,TOTAL,3812,4533635.768901512
3283,Tripura,2022,2,Others,TOTAL,10553,5732336.736273008
3284,Tripura,2022,3,Peer-to-peer payments,TOTAL,1836678,6718925839.047781
3285,Tripura,2022,3,Merchant payments,TOTAL,1660497,1589078400.2615328
3286,Tripura,2022,3,Recharge & bill payments,TOTAL,745382,329401812.4140819
3287,Tripura,2022,3,Financial Services,TOTAL,4343,5330626.119674753
3288,Tripura,2022,3,Others,TOTAL,9679,5616127.06807068
3289,Tripura,2022,4,Peer-to-peer payments,TOTAL,2252390,8142233538.414012
3290,Tripura,2022,4,Merchant payments,TOTAL,2054988,1925282618.8109846
3291,Tripura,2022,4,Recharge & bill payments,TOTAL,874800,373875271.19878656
3292,Tripura,2022,4,Financial Services,TOTAL,5787,5028488.55453164
3293,Tripura,2022,4,Others,TOTAL,10225,6551901.175783692
