,State,Year,Quarter,District,Reg_Users,App_Opens
11145,Tamil Nadu,2019,4,sivaganga district,92648,1107528
11146,Tamil Nadu,2019,4,tenkasi district,79619,824540
11147,Tamil Nadu,2019,4,chengalpattu district,829575,22382821
11148,Tamil Nadu,2019,4,kanniyakumari district,147268,1703596
11149,Tamil Nadu,2019,4,tirunelveli district,136178,1506103
11150,Tamil Nadu,2019,4,thiruvallur district,934744,16550582
11151,Tamil Nadu,2019,4,theni district,96179,1142433
11152,Tamil Nadu,2019,4,ranipet district,141642,2023415
11153,Tamil Nadu,2019,4,namakkal district,169515,1979201
11154,Tamil Nadu,2019,4,vellore district,198172,3676316
11155,Tamil Nadu,2019,4,thiruvarur district,64519,719556
11156,Tamil Nadu,2020,1,tiruchirappalli district,339829,4719933
11157,Tamil Nadu,2020,1,ramanathapuram district,93243,1175864
11158,Tamil Nadu,2020,1,krishnagiri district,379857,6993104
11159,Tamil Nadu,2020,1,cuddalore district,247650,2974425
11160,Tamil Nadu,2020,1,kancheepuram district,626872,12333880
11161,Tamil Nadu,2020,1,tiruppur district,488697,7062739
11162,Tamil Nadu,2020,1,dharmapuri district,194617,3208124
11163,Tamil Nadu,2020,1,thoothukkudi district,152572,1838344
11164,Tamil Nadu,2020,1,thanjavur district,208798,2797086
11165,Tamil Nadu,2020,1,madurai district,402474,5507257
11166,Tamil Nadu,2020,1,tiruvannamalai district,230261,3220937
11167,Tamil Nadu,2020,1,salem district,442045,5979694
11168,Tamil Nadu,2020,1,nagapattinam district,101777,1199502
11169,Tamil Nadu,2020,1,tirupathur district,148648,2283628
11170,Tamil Nadu,2020,1,ariyalur district,60040,750655
11171,Tamil Nadu,2020,1,chennai district,1340762,25098869
11172,Tamil Nadu,2020,1,the nilgiris district,80235,1121593
11173,Tamil Nadu,2020,1,erode district,279035,3501764
11174,Tamil Nadu,2020,1,karur district,102936,1273957
11175,Tamil Nadu,2020,1,kallakkurichi district,138096,1826308
11176,Tamil Nadu,2020,1,viluppuram district,181301,2691021
11177,Tamil Nadu,2020,1,pudukkottai district,103610,1301766
11178,Tamil Nadu,2020,1,perambalur district,50493,630038
11179,Tamil Nadu,2020,1,coimbatore district,868832,14620009
11180,Tamil Nadu,2020,1,virudhunagar district,158388,1996827
11181,Tamil Nadu,2020,1,dindigul district,204661,2864002
11182,Tamil Nadu,2020,1,sivaganga district,106993,1359734
11183,Tamil Nadu,2020,1,tenkasi district,92142,1017754
11184,Tamil Nadu,2020,1,chengalpattu district,912587,24586991
11185,Tamil Nadu,2020,1,kanniyakumari district,171611,1981360
11186,Tamil Nadu,2020,1,tirunelveli district,158258,1860525
11187,Tamil Nadu,2020,1,thiruvallur district,1041642,18732482
11188,Tamil Nadu,2020,1,theni district,111186,1398101
11189,Tamil Nadu,2020,1,ranipet district,160257,2386777
11190,Tamil Nadu,2020,1,namakkal district,191510,2352284
11191,Tamil Nadu,2020,1,vellore district,225181,4369641
11192,Tamil Nadu,2020,1,thiruvarur district,75272,891778
11193,Tamil Nadu,2020,2,tiruchirappalli district,383178,4397712
11194,Tamil Nadu,2020,2,ramanathapuram district,111008,1538437
11195,Tamil Nadu,2020,2,krishnagiri district,424184,6702370
11196,Tamil Nadu,2020,2,cuddalore district,283455,3562036
11197,Tamil Nadu,2020,2,kancheepuram district,678899,7473570
11198,Tamil Nadu,2020,2,tiruppur district,550609,5884781
11199,Tamil Nadu,2020,2,dharmapuri district,221016,3874848
11200,Tamil Nadu,2020,2,thoothukkudi district,176731,2097792
11201,Tamil Nadu,2020,2,thanjavur district,240366,2808288
11202,Tamil Nadu,2020,2,madurai district,456527,5318809
11203,Tamil Nadu,2020,2,tiruvannamalai district,264353,4180733
11204,Tamil Nadu,2020,2,salem district,499360,6083707
11205,Tamil Nadu,2020,2,nagapattinam district,119011,1465103
11206,Tamil Nadu,2020,2,tirupathur district,170574,2597785
11207,Tamil Nadu,2020,2,ariyalur district,70530,1030795
11208,Tamil Nadu,2020,2,chennai district,1436722,13039961
11209,Tamil Nadu,2020,2,the nilgiris district,93246,1275950
11210,Tamil Nadu,2020,2,erode district,317681,3331606
11211,Tamil Nadu,2020,2,karur district,118636,1436363
11212,Tamil Nadu,2020,2,kallakkurichi district,160550,2486862
11213,Tamil Nadu,2020,2,viluppuram district,206170,3122431
11214,Tamil Nadu,2020,2,pudukkottai district,122447,1627425
11215,Tamil Nadu,2020,2,perambalur district,58963,747910
11216,Tamil Nadu,2020,2,coimbatore district,958191,9575606
11217,Tamil Nadu,2020,2,virudhunagar district,184693,2347483
11218,Tamil Nadu,2020,2,dindigul district,236638,3137832
11219,Tamil Nadu,2020,2,sivaganga district,125461,1694826
11220,Tamil Nadu,2020,2,tenkasi district,108499,1389035
11221,Tamil Nadu,2020,2,chengalpattu district,979769,11430968
11222,Tamil Nadu,2020,2,kanniyakumari district,201361,2294160
11223,Tamil Nadu,2020,2,tirunelveli district,182743,2083902
11224,Tamil Nadu,2020,2,thiruvallur district,1140330,13599646
11225,Tamil Nadu,2020,2,theni district,129850,1754220
11226,Tamil Nadu,2020,2,ranipet district,180545,2540420
11227,Tamil Nadu,2020,2,namakkal district,217014,2357316
11228,Tamil Nadu,2020,2,vellore district,252106,3459528
11229,Tamil Nadu,2020,2,thiruvarur district,89370,1157231
11230,Tamil Nadu,2020,3,tiruchirappalli district,433221,5742354
11231,Tamil Nadu,2020,3,ramanathapuram district,127682,1769579
11232,Tamil Nadu,2020,3,krishnagiri district,480568,9843357
11233,Tamil Nadu,2020,3,cuddalore district,323758,4318946
11234,Tamil Nadu,2020,3,kancheepuram district,744437,10979357
11235,Tamil Nadu,2020,3,tiruppur district,625391,8853479
11236,Tamil Nadu,2020,3,dharmapuri district,250927,4858338
11237,Tamil Nadu,2020,3,thoothukkudi district,202127,2568735
11238,Tamil Nadu,2020,3,thanjavur district,275156,3451569
11239,Tamil Nadu,2020,3,madurai district,516447,6967595
11240,Tamil Nadu,2020,3,tiruvannamalai district,299947,4626373
11241,Tamil Nadu,2020,3,salem district,564858,8036658
11242,Tamil Nadu,2020,3,nagapattinam district,136672,1679819
11243,Tamil Nadu,2020,3,tirupathur district,195018,3207917
11244,Tamil Nadu,2020,3,ariyalur district,81288,1186221
11245,Tamil Nadu,2020,3,chennai district,1566152,19853785
11246,Tamil Nadu,2020,3,the nilgiris district,107078,1552763
11247,Tamil Nadu,2020,3,erode district,364107,4686901
11248,Tamil Nadu,2020,3,karur district,136196,1821465
11249,Tamil Nadu,2020,3,kallakkurichi district,186752,3015004
11250,Tamil Nadu,2020,3,viluppuram district,233908,3650029
11251,Tamil Nadu,2020,3,pudukkottai district,142310,1923958
11252,Tamil Nadu,2020,3,perambalur district,68517,960757
11253,Tamil Nadu,2020,3,coimbatore district,1073680,14633137
11254,Tamil Nadu,2020,3,virudhunagar district,211752,2813373
11255,Tamil Nadu,2020,3,dindigul district,271023,3960702
11256,Tamil Nadu,2020,3,sivaganga district,145227,2077288
11257,Tamil Nadu,2020,3,tenkasi district,125008,1608242
11258,Tamil Nadu,2020,3,chengalpattu district,1064263,15465951
11259,Tamil Nadu,2020,3,kanniyakumari district,232596,2873401
11260,Tamil Nadu,2020,3,tirunelveli district,209034,2600875
11261,Tamil Nadu,2020,3,thiruvallur district,1260923,18894716
11262,Tamil Nadu,2020,3,theni district,150319,2140066
11263,Tamil Nadu,2020,3,ranipet district,203081,3140985
11264,Tamil Nadu,2020,3,namakkal district,246708,3170275
11265,Tamil Nadu,2020,3,vellore district,283896,4428079
11266,Tamil Nadu,2020,3,thiruvarur district,103424,1321235
11267,Tamil Nadu,2020,4,tiruchirappalli district,487716,7800392
11268,Tamil Nadu,2020,4,ramanathapuram district,145999,2165346
11269,Tamil Nadu,2020,4,krishnagiri district,545815,15449925
11270,Tamil Nadu,2020,4,cuddalore district,369293,5648690
11271,Tamil Nadu,2020,4,kancheepuram district,829207,18203380
11272,Tamil Nadu,2020,4,tiruppur district,710489,12955683
11273,Tamil Nadu,2020,4,dharmapuri district,282824,6532789
11274,Tamil Nadu,2020,4,thoothukkudi district,229630,3340803
11275,Tamil Nadu,2020,4,thanjavur district,313862,4559579
11276,Tamil Nadu,2020,4,madurai district,582252,9594616
11277,Tamil Nadu,2020,4,tiruvannamalai district,339997,6067460
11278,Tamil Nadu,2020,4,salem district,638883,11221873
11279,Tamil Nadu,2020,4,nagapattinam district,157944,2206727
11280,Tamil Nadu,2020,4,tirupathur district,222641,4673945
11281,Tamil Nadu,2020,4,ariyalur district,92841,1414528
11282,Tamil Nadu,2020,4,chennai district,1731527,34622039
11283,Tamil Nadu,2020,4,the nilgiris district,122548,2221229
11284,Tamil Nadu,2020,4,erode district,414616,6764324
11285,Tamil Nadu,2020,4,karur district,155208,2430114
11286,Tamil Nadu,2020,4,kallakkurichi district,212502,3489787
11287,Tamil Nadu,2020,4,viluppuram district,265349,4842033
11288,Tamil Nadu,2020,4,pudukkottai district,163394,2443995
11289,Tamil Nadu,2020,4,perambalur district,78324,1246209
11290,Tamil Nadu,2020,4,coimbatore district,1205249,22669786
11291,Tamil Nadu,2020,4,virudhunagar district,241382,3709784
11292,Tamil Nadu,2020,4,dindigul district,307925,5367168
11293,Tamil Nadu,2020,4,sivaganga district,166798,2627172
11294,Tamil Nadu,2020,4,tenkasi district,142862,2009081
11295,Tamil Nadu,2020,4,chengalpattu district,1170720,25436109
11296,Tamil Nadu,2020,4,kanniyakumari district,262708,3675595
11297,Tamil Nadu,2020,4,tirunelveli district,237977,3457326
11298,Tamil Nadu,2020,4,thiruvallur district,1408348,29646954
11299,Tamil Nadu,2020,4,theni district,171990,2779589
11300,Tamil Nadu,2020,4,ranipet district,229732,4467031
11301,Tamil Nadu,2020,4,namakkal district,280271,4367389
11302,Tamil Nadu,2020,4,vellore district,319993,6500445
11303,Tamil Nadu,2020,4,thiruvarur district,118770,1624657
11304,Tamil Nadu,2021,1,tiruchirappalli district,527667,8836445
11305,Tamil Nadu,2021,1,ramanathapuram district,158933,2470213
11306,Tamil Nadu,2021,1,krishnagiri district,592655,18257136
11307,Tamil Nadu,2021,1,cuddalore district,401780,6718405
11308,Tamil Nadu,2021,1,kancheepuram district,895950,22914978
11309,Tamil Nadu,2021,1,tiruppur district,772074,15416834
11310,Tamil Nadu,2021,1,dharmapuri district,306834,7786122
11311,Tamil Nadu,2021,1,thoothukkudi district,249036,3774093
11312,Tamil Nadu,2021,1,thanjavur district,340874,5383102
11313,Tamil Nadu,2021,1,madurai district,630685,10792871
11314,Tamil Nadu,2021,1,tiruvannamalai district,369304,7105656
11315,Tamil Nadu,2021,1,salem district,693137,13212180
11316,Tamil Nadu,2021,1,nagapattinam district,172162,2709896
11317,Tamil Nadu,2021,1,tirupathur district,242300,5673187
11318,Tamil Nadu,2021,1,ariyalur district,101107,1628883
11319,Tamil Nadu,2021,1,chennai district,1865001,44025572
11320,Tamil Nadu,2021,1,the nilgiris district,132909,2667830
11321,Tamil Nadu,2021,1,erode district,449675,7891302
11322,Tamil Nadu,2021,1,karur district,168402,2748286
11323,Tamil Nadu,2021,1,kallakkurichi district,231208,4214895
11324,Tamil Nadu,2021,1,viluppuram district,287910,5813660
11325,Tamil Nadu,2021,1,pudukkottai district,178074,2798190
11326,Tamil Nadu,2021,1,perambalur district,85113,1379818
11327,Tamil Nadu,2021,1,coimbatore district,1304141,28188456
11328,Tamil Nadu,2021,1,virudhunagar district,262406,4141001
11329,Tamil Nadu,2021,1,dindigul district,334350,6175195
11330,Tamil Nadu,2021,1,sivaganga district,181917,3022065
11331,Tamil Nadu,2021,1,tenkasi district,155104,2189726
11332,Tamil Nadu,2021,1,chengalpattu district,1259678,32721455
11333,Tamil Nadu,2021,1,kanniyakumari district,284941,4119075
11334,Tamil Nadu,2021,1,tirunelveli district,258947,3981829
11335,Tamil Nadu,2021,1,thiruvallur district,1522407,36786664
11336,Tamil Nadu,2021,1,theni district,187104,3191924
11337,Tamil Nadu,2021,1,ranipet district,248923,5222726
11338,Tamil Nadu,2021,1,namakkal district,304004,5067526
11339,Tamil Nadu,2021,1,vellore district,346428,7829717
11340,Tamil Nadu,2021,1,thiruvarur district,129468,1944801
11341,Tamil Nadu,2021,2,tiruchirappalli district,565156,10014470
11342,Tamil Nadu,2021,2,ramanathapuram district,170759,5788658
11343,Tamil Nadu,2021,2,krishnagiri district,635191,20912278
11344,Tamil Nadu,2021,2,cuddalore district,430763,7572362
11345,Tamil Nadu,2021,2,kancheepuram district,957182,14405043
11346,Tamil Nadu,2021,2,tiruppur district,828168,13987286
11347,Tamil Nadu,2021,2,dharmapuri district,329355,11902186
11348,Tamil Nadu,2021,2,thoothukkudi district,267294,6425418
11349,Tamil Nadu,2021,2,thanjavur district,365299,6514813
11350,Tamil Nadu,2021,2,madurai district,675035,10452990
11351,Tamil Nadu,2021,2,tiruvannamalai district,396885,11401391
11352,Tamil Nadu,2021,2,salem district,742566,14905297
11353,Tamil Nadu,2021,2,nagapattinam district,184857,3829274
11354,Tamil Nadu,2021,2,tirupathur district,259721,6705794
11355,Tamil Nadu,2021,2,ariyalur district,108556,2853636
11356,Tamil Nadu,2021,2,chennai district,1988355,23465841
11357,Tamil Nadu,2021,2,the nilgiris district,142446,3953366
11358,Tamil Nadu,2021,2,erode district,482323,8787572
11359,Tamil Nadu,2021,2,karur district,181017,5491006
11360,Tamil Nadu,2021,2,kallakkurichi district,248488,6466350
11361,Tamil Nadu,2021,2,viluppuram district,309150,7877686
11362,Tamil Nadu,2021,2,pudukkottai district,191659,6718305
11363,Tamil Nadu,2021,2,perambalur district,91400,2624650
11364,Tamil Nadu,2021,2,coimbatore district,1393621,20466115
11365,Tamil Nadu,2021,2,virudhunagar district,281847,6465638
11366,Tamil Nadu,2021,2,dindigul district,358919,10288708
11367,Tamil Nadu,2021,2,sivaganga district,195549,6634652
11368,Tamil Nadu,2021,2,tenkasi district,166417,3782378
11369,Tamil Nadu,2021,2,chengalpattu district,1344163,20067816
11370,Tamil Nadu,2021,2,kanniyakumari district,305185,4065120
11371,Tamil Nadu,2021,2,tirunelveli district,277572,5628868
11372,Tamil Nadu,2021,2,thiruvallur district,1626966,25866052
11373,Tamil Nadu,2021,2,theni district,200555,4717639
11374,Tamil Nadu,2021,2,ranipet district,266500,5358940
11375,Tamil Nadu,2021,2,namakkal district,326094,6676942
11376,Tamil Nadu,2021,2,vellore district,370600,7417717
11377,Tamil Nadu,2021,2,thiruvarur district,138929,3476217
11378,Tamil Nadu,2021,3,tiruchirappalli district,607438,13013878
11379,Tamil Nadu,2021,3,ramanathapuram district,184592,7525400
11380,Tamil Nadu,2021,3,krishnagiri district,683549,27316621
11381,Tamil Nadu,2021,3,cuddalore district,463831,9827523
11382,Tamil Nadu,2021,3,kancheepuram district,1025651,19375692
11383,Tamil Nadu,2021,3,tiruppur district,891753,21671965
11384,Tamil Nadu,2021,3,dharmapuri district,355076,15339761
11385,Tamil Nadu,2021,3,thoothukkudi district,288108,8777581
11386,Tamil Nadu,2021,3,thanjavur district,392930,8199685
11387,Tamil Nadu,2021,3,madurai district,725021,13827478
11388,Tamil Nadu,2021,3,tiruvannamalai district,428728,13794613
11389,Tamil Nadu,2021,3,salem district,798213,20472771
11390,Tamil Nadu,2021,3,nagapattinam district,199299,4991047
11391,Tamil Nadu,2021,3,tirupathur district,279522,8722087
11392,Tamil Nadu,2021,3,ariyalur district,117383,3848076
11393,Tamil Nadu,2021,3,chennai district,2124347,32604176
11394,Tamil Nadu,2021,3,the nilgiris district,153030,5408994
11395,Tamil Nadu,2021,3,erode district,519095,12194930
11396,Tamil Nadu,2021,3,karur district,195366,7353859
11397,Tamil Nadu,2021,3,kallakkurichi district,268553,8113239
11398,Tamil Nadu,2021,3,viluppuram district,333349,9367720
11399,Tamil Nadu,2021,3,pudukkottai district,207359,8715851
11400,Tamil Nadu,2021,3,perambalur district,98707,3559584
11401,Tamil Nadu,2021,3,coimbatore district,1494350,29670591
11402,Tamil Nadu,2021,3,virudhunagar district,303934,8566821
11403,Tamil Nadu,2021,3,dindigul district,386724,14066264
11404,Tamil Nadu,2021,3,sivaganga district,211419,8437970
11405,Tamil Nadu,2021,3,tenkasi district,179448,5091451
11406,Tamil Nadu,2021,3,chengalpattu district,1438295,26216614
11407,Tamil Nadu,2021,3,kanniyakumari district,327767,5466962
11408,Tamil Nadu,2021,3,tirunelveli district,298663,7647663
11409,Tamil Nadu,2021,3,thiruvallur district,1744228,33893931
11410,Tamil Nadu,2021,3,theni district,215932,6649668
11411,Tamil Nadu,2021,3,ranipet district,286775,6784440
11412,Tamil Nadu,2021,3,namakkal district,351110,9186158
11413,Tamil Nadu,2021,3,vellore district,397837,9908984
11414,Tamil Nadu,2021,3,thiruvarur district,150058,4216686
11415,Tamil Nadu,2021,4,tiruchirappalli district,649095,18168700
11416,Tamil Nadu,2021,4,ramanathapuram district,197871,5823063
11417,Tamil Nadu,2021,4,krishnagiri district,731018,41063180
11418,Tamil Nadu,2021,4,cuddalore district,496175,15600629
11419,Tamil Nadu,2021,4,kancheepuram district,1094222,38045414
11420,Tamil Nadu,2021,4,tiruppur district,954674,38382082
11421,Tamil Nadu,2021,4,dharmapuri district,380374,18597625
11422,Tamil Nadu,2021,4,thoothukkudi district,308403,8325418
11423,Tamil Nadu,2021,4,thanjavur district,419975,11666398
11424,Tamil Nadu,2021,4,madurai district,774490,22579696
11425,Tamil Nadu,2021,4,tiruvannamalai district,459291,15602060
11426,Tamil Nadu,2021,4,salem district,853064,30404374
11427,Tamil Nadu,2021,4,nagapattinam district,213351,6048155
11428,Tamil Nadu,2021,4,tirupathur district,298708,13267509
11429,Tamil Nadu,2021,4,ariyalur district,125914,4097525
11430,Tamil Nadu,2021,4,chennai district,2261346,61396354
11431,Tamil Nadu,2021,4,the nilgiris district,163376,5738513
11432,Tamil Nadu,2021,4,erode district,555089,17688206
11433,Tamil Nadu,2021,4,karur district,209536,6652899
11434,Tamil Nadu,2021,4,kallakkurichi district,287987,10237398
11435,Tamil Nadu,2021,4,viluppuram district,356755,12145153
11436,Tamil Nadu,2021,4,pudukkottai district,222558,6954715
11437,Tamil Nadu,2021,4,perambalur district,105814,3321994
11438,Tamil Nadu,2021,4,coimbatore district,1594082,56676456
11439,Tamil Nadu,2021,4,virudhunagar district,325642,9467511
11440,Tamil Nadu,2021,4,dindigul district,414158,14851971
11441,Tamil Nadu,2021,4,sivaganga district,226759,7264948
11442,Tamil Nadu,2021,4,tenkasi district,192159,5242074
11443,Tamil Nadu,2021,4,chengalpattu district,1532535,47983778
11444,Tamil Nadu,2021,4,kanniyakumari district,350058,8404616
11445,Tamil Nadu,2021,4,tirunelveli district,319265,8850319
